Rating;Employee Status;Review Title;Date;Pros;Cons;Num People Helpful
5.0;Current Employee, less than 1 year;Good job overall;Mar 15, 2022 - Quality Analyst;As soon as the onboarding started it was all actually very smooth the entire process. Everything worked as expected and it has been an amazing onboarding.;I think the only thing that could be a bit better would be pre onboarding, what i mean is that after the interview and signing the contract there was no comunication from hr or anyone. it was almost a month from my contract sign date to the start of onboarding and only the very last day i got an email with instrcutions to join a meeting and had no hardware at all arrived, only got it on the very first day. So i felt a little uneasy about it, anxious even.;1
5.0;Current Employee, more than 1 year;Awesome place to work;May 17, 2022 - Senior Manager;Great people and awesome work culture!;None to note, so far so good.;1
4.0;Former Employee, more than 3 years;Good;May 22, 2022 - Anonymous Employee;Good to start your career;No conclusion is there u;0
2.0;Former Employee;Not a poeple company;Jun 8, 2022 - Sales Development Representative;Very good if you just wanted it to be based on numbers;Do not care about building/improving employees;2
4.0;Current Employee;Good;May 20, 2022 - Customer Service;Really good pay and benefits;Too stressful at times, very competitive environment;0
5.0;Current Employee;Great place to work;May 17, 2022 - Recruiter;RemoteGrowth opportunity Competitive salaryNice work enviroment;There are none atm that I can see;0
5.0;Current Employee;Best fintech in Europe;May 17, 2022 - Business Development Manager;Fantastic product organisation able to ship multiple products;Intense pressure, working hours and stress;0
5.0;Current Employee, less than 1 year;The sky is the limit in the 🚀;Apr 17, 2022 - Subject Matter Expert (SME);We are pushed to learn and grow in the company.Goals and objectives easy to reach.Surrounded by great talent.Dog day, freezy drinks, great coffe and WFMI’ve been at Revolut for 6 months, I have grew in the company and watched my peers grow as well.;Communication could be better between teams, too many slack channels and Jira tickets.;1
5.0;Current Employee, less than 1 year;Exciting;May 13, 2022 - Support Specialist;Good salaryYoung and fast paced emvironmentHealth insuranceMeal allowance in cardComputer provided;Can be hard to learn so much so fastOnboarding is long;0
5.0;Current Employee, more than 3 years;Great place to challenge yourself and grow as an entrepreneur;Mar 27, 2022 - Product Owner;"+ High talent bar; smart, talented, entrepreneurial colleagues; very collaborative environment+ Ambitious and inspiring vision (truly global bank, built on 21st century tech, offering every financial product at a high quality)+ You'll be pushed more and learn more in a shorter period of time than in any other company+ Prepares you well if you want to start your own company one day";Revolut is not for everyone and can be unforgiving at times. It's important new hires are ready for a challenge before signing on;1
5.0;Current Employee, more than 1 year;Great place to work quick progression;May 11, 2022 - Anonymous Employee;Data driven company - if you are good enough youre old enough;Middle management lack expertise of other roles;0
5.0;Current Employee, more than 1 year;Amazing Learning Opportunity;May 3, 2022 - Anonymous Employee;"- Good work life balance. - High performance ; high growth- Smart people to work with - Work is challenging.";- Inflationary hikes not given. But usually you can get much more within a year based on performance.;0
5.0;Current Employee, more than 1 year;highly recommended;Apr 29, 2022 - FinCrime Analyst;Since 18 months I have never had a stressful situation. The schedule fits your needs (but it depends on your Team as well). Pretty high bonuses (two times per year). You can work fully remotely. People are very friendly.;Salary could be a little bit higher.;0
3.0;Current Employee, less than 1 year;challenging but rewarding;Jun 6, 2022 - FinCrime Analyst;fast paced. good package. rewards and recognition for good work.;the pro is sometimes a con. fast paced. gets overwhelming.;0
5.0;Current Employee, more than 1 year;Taking care of all the Core Products of Revolut;May 4, 2022 - Head of Banking Products;Being an entrepreneur in a big successful company.;Lack of structure sometimes which can be the result of working in a startup mode.;1
5.0;Current Employee, more than 1 year;Yo;May 15, 2022 - Senior Android Developer;A players team, interesting tasks;Sometimes it’s challenging, and quite hard to meet deadline;0
1.0;Current Employee, more than 1 year;DONT WORK HERE;May 11, 2022 - Senior Manager;Absolutely nothing, other than being paid 12 times per annum;AVOID WORKING HERE 1) The culture is rotten from the top down. You are expected to work long hours, evenings and weekends without a thank you. Seriously damaging to everyone’s mental health. I have personally suffered terribly and line manager didn’t care for a second. There is a mental health first aid program but tbh it’s a plaster over a bullet wound. Expect your manager to chase you every evening asking where things are using the company Instant Messenger system. I recommend not giving your manager your telephone number. 2) There is no support to achieve goals… they call it the A-Team but really it means sink or swim. Goals are impossible to meet and you are set up for failure. Revolut’s top team have an inflated opinion of themselves and think everyone should be a FinTech maniac. People are simply not all the same and this place can’t fathom that. Unfortunately there is a huge turnover of staff so all your colleagues change frequently, friends you’ve made leave and you’re left even more isolated. 3) You may be young but understand the perks here are awful - pension is capped at 50k of salary (not mentioned during recruitment), bonus is nothing compared to what the recruiter promises and this growth shares thing means it’s almost impossible to realise it, no life cover, the “all the tech you could need” comment is a lie. 4) Promotions are extremely hard to come by. Training is non-existent. You may receive a strong rating from your line manager, and then the head of department (who you’ve never spoken to) downgrades it. This affects your bonus and promotion/pay rise discussions. If you have other offers, go there.;15
